pct,org_code,org_name,org_type,chem_sub,bnf_name,quantity_per_item,jan_2020_items,jan_2021_items
15D,D4U1Y,NHS FRIMLEY CCG,CCG,Buprenorphine hydrochloride,Buvidal 8mg/0.16ml prolonged-release inj pf syringes,1.0,2,0
NW0,NW0,GTD HEALTHCARE,INDEP SECTOR,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,1.0,0,1
10Q,10Q,NHS OXFORDSHIRE CCG,CCG,Buprenorphine hydrochloride,Espranor 2mg oral lyophilisates,1.0,1,0
704,704,LONDON BOROUGH OF HACKNEY,LOCAL AUTH,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,1.0,1,0
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Buprenorphine hydrochloride,Buprenorphine 2mg oral lyophilisates sugar free,1.0,0,1
03A,X2C4Y,NHS KIRKLEES CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg oral lyophilisates sugar free,1.0,0,1
AKQ,AKQ,DELPHI MEDICAL LTD,INDEP SECTOR,Buprenorphine hydrochloride,Buvidal 64mg/0.18ml prolonged-release inj pf syringes,1.0,0,3
NI3,NI3,WE ARE WITH YOU,INDEP SECTOR,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,1.0,1,1
313,313,WIGAN METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Espranor 2mg oral lyophilisates,1.0,0,1
14L,14L,NHS MANCHESTER CCG,CCG,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,1.0,1,0
26A,26A,NHS NORFOLK AND WAVENEY CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,1.0,0,1
DLA,DLA,CRANSTOUN,INDEP SECTOR,Buprenorphine hydrochloride,Subutex 2mg sublingual tablets,1.0,2,1
11A,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",CCG,Buprenorphine hydrochloride,Subutex 2mg sublingual tablets,1.0,2,0
AKQ,AKQ,DELPHI MEDICAL LTD,INDEP SECTOR,Buprenorphine hydrochloride,Buvidal 32mg/0.64ml prolonged-release inj pf syringes,1.0,0,4
06H,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,1.0,1,0
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Buprenorphine hydrochloride,Buvidal 8mg/0.16ml prolonged-release inj pf syringes,1.0,0,5
DLA,DLA,CRANSTOUN,INDEP SECTOR,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,1.0,1,0
RXE,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,TRUST,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,1.0,1,2
36L,36L,NHS SOUTH WEST LONDON CCG,CCG,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,1.0,1,0
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,1.0,27,9
NI3,NI3,WE ARE WITH YOU,INDEP SECTOR,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,1.0,10,7
NKI,NKI,TURNING POINT,INDEP SECTOR,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,1.0,23,12
AKQ,AKQ,DELPHI MEDICAL LTD,INDEP SECTOR,Buprenorphine hydrochloride,Buprenorphine 24mg/0.48ml prolonged-release inj pf syringes,1.0,4,0
15D,D4U1Y,NHS FRIMLEY CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,1.0,2,1
305,305,BURY METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Naltrexone hydrochloride,Naltrexone 50mg tablets,1.0,1,0
72Q,72Q,NHS SOUTH EAST LONDON CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,1.0,3,4
05Y,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,CCG,Buprenorphine hydrochloride,Espranor 2mg oral lyophilisates,1.0,1,0
06T,06T,NHS NORTH EAST ESSEX CCG,CCG,Buprenorphine hydrochloride,Subutex 2mg sublingual tablets,1.0,0,1
NKI,NKI,TURNING POINT,INDEP SECTOR,Buprenorphine hydrochloride,Buvidal 96mg/0.27ml prolonged-release inj pf syringes,1.0,7,4
DWA,DWA,EDP DRUG AND ALCOHOL SERVICES,INDEP SECTOR,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,1.0,0,1
NKI,NKI,TURNING POINT,INDEP SECTOR,Buprenorphine hydrochloride,Buprenorphine 24mg/0.48ml prolonged-release inj pf syringes,1.0,3,0
212,212,LEEDS CITY COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,1.0,6,5
NI3,117,DARLINGTON BOROUGH COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,1.0,0,2
71E,71E,NHS LINCOLNSHIRE CCG,CCG,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,1.0,1,0
00T,00T,NHS BOLTON CCG,CCG,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,1.0,0,1
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Buprenorphine hydrochloride,Buprenorphine 24mg/0.48ml prolonged-release inj pf syringes,1.0,0,6
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,1.0,141,107
NKI,NKI,TURNING POINT,INDEP SECTOR,Buprenorphine hydrochloride,Buvidal 16mg/0.32ml prolonged-release inj pf syringes,1.0,17,10
114,114,STOCKTON-ON-TEES BOROUGH COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,1.0,9,6
52R,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,CCG,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,1.0,1,0
72Q,72Q,NHS SOUTH EAST LONDON CCG,CCG,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,1.0,4,2
NI3,NI3,WE ARE WITH YOU,INDEP SECTOR,Buprenorphine hydrochloride,Espranor 2mg oral lyophilisates,1.0,0,1
216,216,NORTH EAST LINCOLNSHIRE COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,1.0,2,1
AKQ,AKQ,DELPHI MEDICAL LTD,INDEP SECTOR,Buprenorphine hydrochloride,Buvidal 8mg/0.16ml prolonged-release inj pf syringes,1.0,4,1
DLA,DLA,CRANSTOUN,INDEP SECTOR,Buprenorphine hydrochloride,Espranor 2mg oral lyophilisates,1.0,1,0
01J,01J,NHS KNOWSLEY CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,1.0,3,0
RXM,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,TRUST,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,1.0,2,0
03L,03L,NHS ROTHERHAM CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,2.0,2,1
AJ6,AJ6,HUMANKIND,INDEP SECTOR,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,2.0,2,17
DWA,DWA,EDP DRUG AND ALCOHOL SERVICES,INDEP SECTOR,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,2.0,1,2
71E,71E,NHS LINCOLNSHIRE CCG,CCG,Naltrexone hydrochloride,Naltrexone 50mg tablets,2.0,0,1
305,305,BURY METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,2.0,1,1
AA8,AA8,SMART CJS,INDEP SECTOR,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,2.0,0,1
02Y,02Y,NHS EAST RIDING OF YORKSHIRE CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,2.0,2,9
DLA,DLA,CRANSTOUN,INDEP SECTOR,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,2.0,3,2
06L,06L,NHS IPSWICH AND EAST SUFFOLK CCG,CCG,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,2.0,0,3
RLY,RLY,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,TRUST,Buprenorph hydrochloride/naloxone hydrochloride,Suboxone 2mg/500microgram sublingual tablets,2.0,1,0
15N,15N,NHS DEVON CCG,CCG,Buprenorphine hydrochloride,Subutex 0.4mg sublingual tablets,2.0,0,1
NL1,NL1,SPECTRUM COMMUNITY HEALTH - CIC,INDEP SECTOR,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,2.0,7,4
92G,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",CCG,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,2.0,3,6
01G,01G,NHS SALFORD CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,2.0,1,0
117,117,DARLINGTON BOROUGH COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,2.0,5,0
DWA,DWA,EDP DRUG AND ALCOHOL SERVICES,INDEP SECTOR,Buprenorphine hydrochloride,Subutex 2mg sublingual tablets,2.0,4,0
NR5,NR5,LIVEWELL SOUTHWEST,INDEP SECTOR,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,2.0,0,1
14L,14L,NHS MANCHESTER CCG,CCG,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,2.0,1,0
02P,02P,NHS BARNSLEY CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,2.0,5,8
14R,14R,EAST OF ENGLAND - H&J COMMISSIONING HUB,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg oral lyophilisates sugar free,2.0,0,1
NKI,NKI,TURNING POINT,INDEP SECTOR,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,2.0,2,10
106,106,GATESHEAD METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,2.0,6,4
03F,03F,NHS HULL CCG,CCG,Buprenorphine hydrochloride,Espranor 2mg oral lyophilisates,2.0,2,1
15E,15E,NHS BIRMINGHAM AND SOLIHULL CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,2.0,1,0
06L,06L,NHS IPSWICH AND EAST SUFFOLK CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,2.0,0,8
26A,26A,NHS NORFOLK AND WAVENEY CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,2.0,33,0
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,2.0,18,16
NKI,NKI,TURNING POINT,INDEP SECTOR,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,2.0,20,16
NL1,NL1,SPECTRUM COMMUNITY HEALTH - CIC,INDEP SECTOR,Buprenorph hydrochloride/naloxone hydrochloride,Suboxone 2mg/500microgram sublingual tablets,2.0,1,1
01J,01J,NHS KNOWSLEY CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,2.0,2,1
05C,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,2.0,1,0
13T,13T,NHS NEWCASTLE GATESHEAD CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,2.0,0,1
14R,14R,EAST OF ENGLAND - H&J COMMISSIONING HUB,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,2.0,0,1
NTP,NTP,PRACTICE PLUS GROUP,INDEP SECTOR,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,2.0,0,1
14T,14T,SOUTH WEST - H&J COMMISSIONING HUB,CCG,Buprenorphine hydrochloride,Espranor 2mg oral lyophilisates,2.0,0,1
15C,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",CCG,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,2.0,2,0
322,322,WARRINGTON BOROUGH COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,2.0,1,0
RLY,RLY,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,TRUST,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,2.0,8,4
03R,03R,NHS WAKEFIELD CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,2.0,0,31
RXM,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,TRUST,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,2.0,1,1
03L,03L,NHS ROTHERHAM CCG,CCG,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,2.0,3,3
93C,93C,NHS NORTH CENTRAL LONDON CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,2.0,1,0
116,116,DURHAM COUNTY COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,2.0,14,10
AKQ,AKQ,DELPHI MEDICAL LTD,INDEP SECTOR,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,2.0,1,0
03L,03L,NHS ROTHERHAM CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,2.0,2,0
DNE,DNE,COMPASS,INDEP SECTOR,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,2.0,4,0
07Y,W2U3Z,NHS NORTH WEST LONDON CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,2.0,1,0
10R,10R,NHS PORTSMOUTH CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg oral lyophilisates sugar free,2.0,1,0
AJ6,AJ6,HUMANKIND,INDEP SECTOR,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,2.0,6,9
110,110,SUNDERLAND CITY COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,2.0,18,15
09A,W2U3Z,NHS NORTH WEST LONDON CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,2.0,0,1
DMH,DMH,FRAMEWORK,INDEP SECTOR,Buprenorphine hydrochloride,Subutex 2mg sublingual tablets,2.0,1,0
36L,36L,NHS SOUTH WEST LONDON CCG,CCG,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,2.0,0,1
01X,01X,NHS ST HELENS CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,2.0,0,1
00T,00T,NHS BOLTON CCG,CCG,Buprenorphine hydrochloride,Subutex 2mg sublingual tablets,2.0,4,6
NI3,NI3,WE ARE WITH YOU,INDEP SECTOR,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,2.0,8,3
322,322,WARRINGTON BOROUGH COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,2.0,2,0
04V,04V,NHS WEST LEICESTERSHIRE CCG,CCG,Buprenorphine hydrochloride,Subutex 0.4mg sublingual tablets,2.0,0,1
15E,15E,NHS BIRMINGHAM AND SOLIHULL CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,2.0,5,3
211,211,KIRKLEES COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,2.0,10,4
14L,14L,NHS MANCHESTER CCG,CCG,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,2.0,1,1
NI3,NI3,WE ARE WITH YOU,INDEP SECTOR,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,2.0,1,1
10Q,10Q,NHS OXFORDSHIRE CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,2.0,1,0
216,216,NORTH EAST LINCOLNSHIRE COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,2.0,2,1
305,305,BURY METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,2.0,1,0
02Y,02Y,NHS EAST RIDING OF YORKSHIRE CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,2.0,1,4
218,218,NORTH YORKSHIRE COUNTY COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,2.0,9,7
05N,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,2.0,0,1
15C,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,2.0,23,150
01X,01X,NHS ST HELENS CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,2.0,3,1
01H,01H,NHS NORTH CUMBRIA CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,2.0,1,1
01H,01H,NHS NORTH CUMBRIA CCG,CCG,Buprenorphine hydrochloride,Subutex 2mg sublingual tablets,2.0,3,9
03W,03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,CCG,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,2.0,1,0
00Q,00Q,NHS BLACKBURN WITH DARWEN CCG,CCG,Buprenorphine hydrochloride,Espranor 2mg oral lyophilisates,2.0,11,5
313,313,WIGAN METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,2.0,2,0
RX4,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",TRUST,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,2.0,25,9
216,216,NORTH EAST LINCOLNSHIRE COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,2.0,1,0
RA9,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,TRUST,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,2.0,0,1
01J,01J,NHS KNOWSLEY CCG,CCG,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,2.0,0,1
15C,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",CCG,Buprenorphine hydrochloride,Espranor 2mg oral lyophilisates,2.0,3,24
114,114,STOCKTON-ON-TEES BOROUGH COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Espranor 2mg oral lyophilisates,2.0,1,0
ARG,ARG,WESTMINISTER DRUG PROJECT,INDEP SECTOR,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,2.0,2,3
03R,03R,NHS WAKEFIELD CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,2.0,0,9
RNU,RNU,OXFORD HEALTH NHS FOUNDATION TRUST,TRUST,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,2.0,1,0
72Q,72Q,NHS SOUTH EAST LONDON CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,2.0,3,1
03L,03L,NHS ROTHERHAM CCG,CCG,Buprenorphine hydrochloride,Espranor 2mg oral lyophilisates,2.0,0,3
218,218,NORTH YORKSHIRE COUNTY COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,2.0,5,1
DLA,DLA,CRANSTOUN,INDEP SECTOR,Buprenorphine hydrochloride,Subutex 2mg sublingual tablets,2.0,2,0
15D,D4U1Y,NHS FRIMLEY CCG,CCG,Buprenorphine hydrochloride,Espranor 2mg oral lyophilisates,2.0,1,2
05Y,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,CCG,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,2.0,8,2
DLA,DLA,CRANSTOUN,INDEP SECTOR,Buprenorphine hydrochloride,Subutex 0.4mg sublingual tablets,2.0,1,0
05Y,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,CCG,Buprenorphine hydrochloride,Espranor 2mg oral lyophilisates,2.0,3,1
01A,01A,NHS EAST LANCASHIRE CCG,CCG,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,2.0,0,1
313,313,WIGAN METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 2mg oral lyophilisates sugar free,2.0,1,0
03F,03F,NHS HULL CCG,CCG,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,2.0,3,4
DWA,DWA,EDP DRUG AND ALCOHOL SERVICES,INDEP SECTOR,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,2.0,0,1
52R,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,CCG,Buprenorphine hydrochloride,Subutex 0.4mg sublingual tablets,2.0,0,1
110,110,SUNDERLAND CITY COUNCIL,LOCAL AUTH,Buprenorph hydrochloride/naloxone hydrochloride,Suboxone 2mg/500microgram sublingual tablets,2.0,0,1
322,322,WARRINGTON BOROUGH COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,2.0,1,2
RXE,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,TRUST,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,2.0,1,0
52R,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,CCG,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,2.0,2,0
114,114,STOCKTON-ON-TEES BOROUGH COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,2.0,4,11
RXM,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,TRUST,Buprenorphine hydrochloride,Subutex 2mg sublingual tablets,2.0,0,3
NI3,117,DARLINGTON BOROUGH COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,2.0,0,3
06H,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,2.0,0,1
15N,15N,NHS DEVON CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,2.0,0,3
02A,02A,NHS TRAFFORD CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,2.0,0,28
AKQ,AKQ,DELPHI MEDICAL LTD,INDEP SECTOR,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,2.0,1,0
13T,13T,NHS NEWCASTLE GATESHEAD CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,2.0,1,1
211,211,KIRKLEES COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Espranor 2mg oral lyophilisates,2.0,2,11
01G,01G,NHS SALFORD CCG,CCG,Buprenorphine hydrochloride,Subutex 2mg sublingual tablets,2.0,8,5
05A,B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,CCG,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,2.0,1,0
05C,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,2.0,1,0
DNE,DNE,COMPASS,INDEP SECTOR,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,2.0,5,0
110,110,SUNDERLAND CITY COUNCIL,LOCAL AUTH,Buprenorph hydrochloride/naloxone hydrochloride,Suboxone 8mg/2mg sublingual tablets,2.0,0,1
NKI,NKI,TURNING POINT,INDEP SECTOR,Buprenorphine hydrochloride,Subutex 2mg sublingual tablets,2.0,0,1
04V,04V,NHS WEST LEICESTERSHIRE CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg oral lyophilisates sugar free,2.0,0,1
01J,01J,NHS KNOWSLEY CCG,CCG,Buprenorphine hydrochloride,Espranor 2mg oral lyophilisates,2.0,0,4
71E,71E,NHS LINCOLNSHIRE CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,2.0,6,0
05Y,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,2.0,0,2
RX4,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",TRUST,Buprenorphine hydrochloride,Subutex 2mg sublingual tablets,2.0,1,0
92A,92A,NHS SURREY HEARTLANDS CCG,CCG,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,2.0,1,0
06L,06L,NHS IPSWICH AND EAST SUFFOLK CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,2.0,0,2
36L,36L,NHS SOUTH WEST LONDON CCG,CCG,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,2.0,1,0
00Q,00Q,NHS BLACKBURN WITH DARWEN CCG,CCG,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,2.0,2,0
AKV,AKV,SWANSWELL CHARITABLE TRUST,INDEP SECTOR,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,2.0,1,0
DEC,DEC,THE SOCIETY OF ST JAMES,INDEP SECTOR,Buprenorphine hydrochloride,Espranor 2mg oral lyophilisates,2.0,3,4
212,212,LEEDS CITY COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,2.0,17,1
AKQ,AKQ,DELPHI MEDICAL LTD,INDEP SECTOR,Buprenorphine hydrochloride,Espranor 2mg oral lyophilisates,2.0,11,9
DLA,DLA,CRANSTOUN,INDEP SECTOR,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,2.0,0,1
112,112,MIDDLESBROUGH BOROUGH COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,2.0,16,6
RX4,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",TRUST,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,2.0,20,20
01H,01H,NHS NORTH CUMBRIA CCG,CCG,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,2.0,5,2
112,112,MIDDLESBROUGH BOROUGH COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,2.0,16,10
110,110,SUNDERLAND CITY COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,2.0,10,8
